name,time,commt,,
CNN,12-Mar,"ADA foundation staff members are risking their lives driving into Ukraine to help empty out shelters, and they are offering space and veterinary services for the animals that refugees cannot keep with them or carry over the border https://cnn.it/3KGVctY",0,
CNN,12-Mar,"""I am not shocked at their failures."" Former NATO commander Adm. James Stavridis (ret.) tells ",0,
CNN,11-Mar,"""These classes with my children are like a bridge to my past life in Ukraine."" ",0,
CNN,11-Mar,"""The war is a frightening picture."" - A filmmaker broke with Putin's Ukraine war narrative on Russian state TV. CNN's ",0,
CNN,12-Mar,Far-reaching global sanctions against Russia for its invasion of Ukraine are affecting the global supply of a precious commodity -- the diamonds used in jewellery https://cnn.it/34Dg71Z,1,
CNN,12-Mar,An Ohio doctor says he's working 18 hours a day to send supplies to Ukraine. ,0,
CNN,11-Mar,"""If that happens, the Biden administration, NATO, the Western world will have a very, very serious decision that they're gonna have to make."" - Former US Homeland Security Secretary Jeh Johnson discusses the possibility of Russia using chemical weapons in Ukraine.",0,
CNN,12-Mar,"In a significant reversal, Deutsche Bank announced Friday it is planning to shut down its business in Russia",0,
CNN,12-Mar,"With Russia's war in Ukraine now in its third week, US and European officials have little optimism that the diplomatic channels can deliver a way out of the conflict at this point",1,
CNN,12-Mar,"Photographer Peter Turnley describes what he saw at the train station in Lviv, Ukraine as thousands of refugees flee the country https://cnn.it/34CmouP",0,
CNN,12-Mar,"""Why can the US deliver millions and billions to be used for weapons, but still claim it's not directly involved?"" ",0,
CNN,12-Mar,Paris Fashion Week: How luxury fashion responded to the war on Ukraine,0,
CNN,12-Mar,"For almost 20 years, Roman Abramovich rocketed Chelsea from a club on the periphery of the elite to a global football superpower, but Russia's invasion of Ukraine has resulted in his reign coming to an abrupt end https://cnn.it/34B4lF8",0,
CNN,12-Mar,"Russian Deputy Foreign Minister Sergei Ryabkov warned the United States about the potential consequences of transferring weapons to Ukraine, saying convoys with foreign weapons would be ""legitimate targets."" https://cnn.it/3t3Fa7M",1,
CNN,12-Mar,"Russia has threatened to seize assets left behind by Western companies amid their exits in response to the war in Ukraine. CNN's Anna Stewart breaks down the details, and how logistical and economic challenges may impede Russia's success https://cnn.it/3tUH2yC",0,
CNN,12-Mar,The German Chancellor and French President urged Vladimir Putin in a 75-minute call on Saturday to begin an immediate ceasefire in Ukraine https://cnn.it/3CAXWGF,0,
CNN,11-Mar,"“The US administration has not yet fully accused the Russians, and I would assume this is because of the all important matter, which is to figure out how to get President Putin to stop.”",0,
CNN,12-Mar,"Although the United States barely uses Russian oil, Russia's invasion of Ukraine is still a big factor in the gas-price spike — among other reasons",1,
CNN,12-Mar,"For loved ones ripped apart by war in Ukraine, phone messages bring hope and despair",0,
CNN,12-Mar,“These signals are not an accident. They are trying to scare people.” Ukrainian President Zelensky warns Russia is making false claims about chemical weapons in Ukraine.,0,
CNN,12-Mar,A false story that actor Leonardo DiCaprio made a $10 million donation to Ukraine was repeated this week by media outlets around the world and shared by tens of thousands of people on social media,0,
CNN,12-Mar,Dogs of war: the conflict in Ukraine is displacing pets as well as people https://cnn.it/3KAg4mM,0,
CNN,13-Mar,"""Shocking and horrifying"": US National Security Advisor ",0,
CNN,13-Mar,"“You set yourself up for failure, and I think he is at that point.” - Former KGB agent Jack Barsky weighs in on Vladimir Putin’s potential mindset as the invasion in Ukraine continues.",0,
CNN,13-Mar,"""I'm not afraid."" Yevgenia Albats, a journalist in Moscow who is staying in Russia despite a new law that could jail journalists, speaks to @/brianstelter. Watch the full interview here: https://bit.ly/36g1yBD",0,
CNN,13-Mar,The Federal Reserve is going to try to hike interest rates without pushing the world's biggest economy into recession. Russia's war in Ukraine will make its balancing act more difficult.,2,
CNN,13-Mar,Pro-Russian social media accounts are spreading false info disguised as fact-checking. ,0,
CNN,13-Mar,"""I would like to see the planes over there."" ",0,
CNN,13-Mar,"At least nine people were killed by Russian missile strikes on a military base near Lviv, close to Ukraine's border with Poland, local officials say",0,
CNN,13-Mar,"Russia has raised the risk of further escalation with NATO powers, warning it will treat arms shipments to Ukraine as ""legitimate targets"" for military action as its forces start to expand their offensive near the northwestern city of Lviv.",1,
CNN,13-Mar,"""No one was expecting what we experienced."" ",0,
CNN,13-Mar,"More than fearing for her life, Yevgenia Albats said she is ashamed of her country, especially since she grew up frequently visiting neighboring Ukraine. It's a sentiment shared with many intellectuals in Russia, she said.",0,
CNN,12-Mar,"The price surcharge will be in place for at least 60 days, Uber said, and the company will continue monitoring gas prices and consumer and driver sentiment.",0,
CNN,13-Mar,“It is a very legitimate concern.” National security adviser ,0,
CNN,13-Mar,"""Saturday Night Live"" kicked off its show this weekend with its version of President Joe Biden meeting with TikTok stars to get their help combating Russian disinformation surrounding the country's invasion of Ukraine.",0,
CNN,13-Mar,"US officials warned that a wave of debilitating cyberattacks could accompany Russia's war on Ukraine. So far they haven't materialized, and US and Ukrainian officials are contemplating why as they prepare for the next phase of the war.",0,
CNN,13-Mar,"#FareedsTake: The Russian invasion of Ukraine marks the end of one age, and the beginning of another, where politics triumphs over economics. The impact will be felt globally and could mean big changes in a post-American world. ",0,
CNN,13-Mar,"Russia expanded its offensive to western Ukraine on Sunday, firing missiles near the city of Lviv and hitting a large military base close to the Polish border, reportedly killing dozens of people as the war draws closer to NATO's front line",1,
CNN,13-Mar,Instagram users in Russia have been notified that the service will cease as of midnight on Sunday.,0,
CNN,14-Mar,"""He certainly seems maniacally focused at the moment on the invasion of Ukraine and recreating the Slavic heartland.""",0,
CNN,14-Mar,"""Nothing will stop Vladimir Putin.""",0,
CNN,14-Mar,"Japan has backed its condemnation of war in Ukraine with sanctions on Russian officials and oligarchs, but experts say they're not the only audience for Tokyo's outrage -- China is meant to get the message, too | Analysis",1,
CNN,14-Mar,"""Putin has continued his campaign against civilian areas and expanded the target list to military targets at least in the west of the country while Mariupol continues to get pounded."" - ",0,
CNN,14-Mar,"""Vladimir Putin must be stopped, and he must see that the whole world, the whole entire world, is against him.""",0,
CNN,14-Mar,"""It's a big catastrophe.""",0,
CNN,14-Mar,Listen to CNN 5 Things for the latest on these top stories & more:,0,
CNN,14-Mar,"""Brent was, without question, the best that our profession has to offer. He was a living legend when he was alive, and he is a legend now that he is gone."" ",0,
CNN,14-Mar,"Large manufacturers of potassium iodide approved for sale in the United States have seen their inventories rapidly depleted in recent weeks, coinciding with Russia's invasion of Ukraine. As supplies in the market dry up, price gouging has set in.",0,
CNN,14-Mar,"""It is clear that Mr. Putin is expanding his target sets."" - ",0,
CNN,14-Mar,"A pregnant woman who was injured when Russian forces bombed a maternity hospital in Mariupol, Ukraine, has died, along with her baby, a surgeon who was treating her confirmed. The woman appeared in a powerful photo showing the extent of the damage caused by the attack.",0,
CNN,14-Mar,Missile attacks. Mass protests. Accusations of treason. Catch up on the key events that happened this weekend in the Russia-Ukraine conflict.,0,
CNN,13-Mar,"The World Health Organization said Sunday it is concerned the war in Ukraine could worsen the Covid-19 pandemic, and it is trying to do more to limit the spread of infectious diseases.",0,
CNN,14-Mar,"Citigroup, the major US bank with the biggest footprint in Russia, said it will expand its exit from Russia to go beyond the long-planned sale of its consumer bank there.",0,
CNN,14-Mar,"Fox News correspondent Benjamin Hall, who had been deployed in recent weeks to cover the war in Ukraine, has been hospitalized after being injured while reporting near Kyiv, the network said https://cnn.it/3JbRNTZ",0,
CNN,14-Mar,Putin's invasion of Ukraine is raising deep concerns in the US about the fate of Americans imprisoned in Russia. ,0,
CNN,14-Mar,"""Obviously Kyiv is the capital. And it is the heart of the country. But I think that what you are seeing is the Ukrainian people, their spirit is the center of gravity. That is their strength. And I think that they will prevail."" Former US ambassador to Ukraine Marie Yovanovitch.",0,
CNN,14-Mar,"American and Chinese officials will meet in Rome for talks that experts say could have far-reaching consequences not only for the ongoing war in Ukraine, but for China's role in the world and its relationship with the West.",0,
CNN,14-Mar,White House officials are having early discussions about having President Joe Biden travel to Europe soon amid the ongoing Russian invasion of Ukraine,0,
CNN,14-Mar,"""Do you feel like Ukraine can win this?""",0,
CNN,14-Mar,"Ukraine's train system has been vital to getting supplies into the country and desperate refugees out, and it has kept running despite heavy Russian shelling and fears of targeting.",0,
CNN,14-Mar,"US oil prices tumbled below $100 a barrel, unwinding a significant chunk of the recent spike caused by Russia's invasion of Ukraine.",2,
CNN,14-Mar,"The group of men who run Ukraine's rail system has been in near-constant motion, criss-crossing the country to stay one step ahead of Russian troops",0,
CNN,14-Mar,"Ukraine President Zelensky will deliver a virtual address to Congress on Wednesday, House Speaker Pelosi and Senate Majority Leader Schumer say",0,
CNN,14-Mar,"""They're making her out to sound like a drug kingpin. I think that it is unlikely that Ms. Griner will get a fair trial,"" concludes Jonathan Franks, ""because nobody gets a fair trial in Russia. It's a rigged game.""",0,
CNN,14-Mar,Ukrainian President Volodymyr Zelensky pressed US President Joe Biden during their latest call for more sanctions to further squeeze Russia,1,
CNN,14-Mar,Russia has sent the clearest signal yet that it will soon default — the first time it will have failed to meet its foreign debt obligations since the Bolshevik revolution more than a century ago,0,
CNN,15-Mar,"""There's going to be an independent Ukraine a lot longer than there's going to be a Vladimir Putin.""",0,
CNN,15-Mar,White House reporter ,0,
CNN,15-Mar,"Seth, a US Army veteran and EMT, tells CNN's ",0,
CNN,15-Mar,A Russian state television journalist who protested the invasion of Ukraine during a live news broadcast appeared in a Moscow court Tuesday,0,
CNN,15-Mar,"Russia imposed sanctions against a wide range of American officials, including President Joe Biden, marking another escalation in tensions as Russian military forces continue their invasion of Ukraine",1,
CNN,15-Mar,War crimes expert Michael A. Newton tells CNN that Russia should be investigated due to attacks on civilians. | Opinion,0,
CNN,14-Mar,Six nannies are working at a makeshift clinic to feed and care for 21 surrogate babies in Ukraine. The nannies have refused opportunities to leave Kyiv because they don't want to abandon the children.,0,
CNN,15-Mar,"""They really haven't had the success we thought they would there.""",0,
CNN,15-Mar,"""Biden, who came to Washington as a young senator at the height of the showdown with the Soviet Union, now faces the same lonely burden of Cold War presidents -- the fate of the world may be on his shoulders"" | Analysis by Stephen Collinson",0,
CNN,15-Mar,"""Do not believe the propaganda. They tell you lies here.""",0,
CNN,15-Mar,"""It does seem to be an effort, at the moment, to get this out of the headlines.""",0,
CNN,15-Mar,Former US ambassador to Ukraine ,0,
CNN,15-Mar,Stoli Group CEO Damian McKinney speaks with CNN's Julia Chatterley about the vodka company rebranding its name after people began dumping the drinks in protest of the Russia-Ukraine war https://cnn.it/3q8vQNP,0,
CNN,15-Mar,@CNNnewsroom,0,
CNN,14-Mar,"""Over the last two weeks we've seen what I would call the criminalization of Moscow's streets."" - Activist Yakov Kronrod speaks with ",0,
CNN,15-Mar,"A woman holding a sign reading ""NO WAR"" interrupted a live news broadcast on Russian state television Monday to denounce Russia's invasion of Ukraine",0,
CNN,15-Mar,"""We're going to be watching very closely for any form of support that the PRC makes to the Russian Federation.""",0,
CNN,15-Mar,"President Biden said during a signing ceremony that the new assistance shows the United States is ""moving urgently to further augment the support to the brave people of Ukraine as they defend their country."" https://cnn.it/3CJ25s2",0,
CNN,15-Mar,Ukrainian President Volodymyr Zelensky received a lengthy standing ovation after his address to Canada’s parliament. See the moment parliament chanted in support of Ukraine:,0,
CNN,14-Mar,"""For us, Ukraine is our life, and that is why millions of people have come to the defense of our state today."" - Ukrainian President Zelensky makes a defiant statement amid the Russian invasion. ",0,
CNN,15-Mar,"Pierre Zakrzewski, a longtime Fox photojournalist, was killed while reporting in Ukraine, the network said on Tuesday",0,
CNN,15-Mar,"“I knew what I was getting into, this is a war zone and just as we're on the phone now, bombs are dropping around us outside.”",0,
CNN,15-Mar,"The United States applied new sanctions Tuesday on Belarusian President Alexander Lukashenko, who has allied with Russia in its war on Ukraine",0,
CNN,14-Mar,"While the West has made very clear it will not do anything that could be construed as joining in firefights against nuclear-armed Russia, its economic blockade and sanctions of an unprecedented scale are clearly having an effect. | Analysis",1,
CNN,15-Mar,"Germany has announced that it will buy 35 US-made F-35A fighter jets, the first major arms purchase to be publicly confirmed since Chancellor Olaf Scholz committed to ramping up his country's defense spending in the wake of the Russian invasion of Ukraine",1,
CNN,15-Mar,"""This is a Putin war. This is a Putin energy war. He has weaponized energy.""",1,
CNN,14-Mar,"On the surface, the western Ukrainian city of Lviv does not look like a city on the edge of a war zone. Beneath the city's relaxed exterior lies a crucial nexus in the war effort against Moscow's brutal assault.",0,
CNN,14-Mar,"""Do not believe the propaganda. They tell you lies here!"" ",0,
CNN,15-Mar,Listen to CNN 5 Things for details on these top stories:,0,
CNN,14-Mar,"India may take up a Russian offer to buy crude oil and other commodities at a discount, two Indian officials have said, in a sign that Delhi wants to keep its key trading partner on board despite Western attempts to isolate Moscow through sanctions.",2,
CNN,15-Mar,"African students trapped in southern Ukraine's Kherson are crying out for help, as Russian forces try to consolidate their occupation of the port city",0,
CNN,16-Mar,"""Zelensky's address to US Congress today comes at a cruel turning point of the Ukraine conflict,"" writes CNN's ",0,
CNN,15-Mar,"""I'm anxious, but the feeling has become dull over time. I just want to be next to my family."" - A number of women are choosing to return to Ukraine to help defend their nation amid the Russian invasion. ",0,
CNN,16-Mar,"The Russian state television journalist who took a stand against President Vladimir Putin's war in Ukraine during a live broadcast says it was ""impossible to stay silent"" and that she wants the world to know that many Russians are against the invasion",0,
CNN,16-Mar,"“I think the war, as we are seeing, is really not about NATO. That was an excuse that Vladimir Putin used to hold in front of us. But what it really is about Putin wants to control Ukraine.”",0,
CNN,15-Mar,"""I am a Russian citizen, and I feel very ashamed by what is happening in Ukraine right now.""",0,
CNN,15-Mar,"""Over the last few hours, sporadically but very heavily, there's been substantial explosions out to the west of the city."" - ",0,
CNN,16-Mar,"Tributes roll in for Pierre Zakrzewski, a dual-citizenship Franco-Irish photojournalist killed in Ukraine while on assignment for Fox. https://cnn.it/3KIOKmg",0,
CNN,16-Mar,CNN White House correspondent ,0,
CNN,16-Mar,More than 3 million Ukrainians have fled their country since Russia's invasion. ,0,
CNN,16-Mar,"""They're at risk of getting lost in the chaos.""",0,
CNN,16-Mar,"""Right now, the battle space that matters most is the air.""",0,
CNN,16-Mar,"Natural gas is expensive, dirty and financing war. Here are five ways to use less of it to heat your home.",0,
CNN,15-Mar,"""I feel just helpless because it is out of my control, absolutely out of my control what is happening and what is about to happen.""",0,
CNN,16-Mar,"A sweeping cyber attack is unlikely, but Russia has been lurking in US infrastructure for years",0,
CNN,16-Mar,"""The most important thing for US policy, for our great interest in Europe, is for us to stop worrying about what Putin considers an escalation.""",0,
CNN,16-Mar,Ukraine President Zelensky makes an impassioned plea for more US aid in a virtual address to Congress as Russian attacks intensify in Kyiv. Follow live updates https://cnn.it/3qb4Opg,0,
CNN,16-Mar,"President Biden called Putin a war criminal for the first time, a notable shift for him and his administration",0,
CNN,16-Mar,"Tucker Carlson's pro-Russian comments on Fox in the wake of the invasion of Ukraine makes some wonder who's side he's on. Carlson's comments are so extreme, a recently leaked memo from the Kremlin even asks state media to highlight his show | Opinion",0,
CNN,16-Mar,"The refugees from Ukraine need food, shelter and medical assistance.",0,
CNN,16-Mar,"""History will judge us as to what we did when the bombing started and how did we help Ukraine."" - ",0,
CNN,16-Mar,"Denmark's government has welcomed Ukrainian refugees with open arms and, while saying all refugees are treated the same, it is urging some Syrian refugees living there to return home, despite the ongoing conflict in their country",0,
CNN,16-Mar,"""I fully understand the desperation expressed by President Zelensky.""",0,
CNN,15-Mar,"As Zelensky pleas for more assistance against Russia, Biden is facing intense pressure from US lawmakers who want him to do more and do it quickly",0,
CNN,16-Mar,"Slovakia has preliminarily agreed to provide Ukraine with a key Soviet-era air defense system to help defend against Russian airstrikes, according to three sources familiar with the matter",0,
CNN,16-Mar,"""What's at stake here are the principles that the United States and the United Nations across the world stand for. It's about freedom."" - ",0,
CNN,15-Mar,"Ukrainian President Volodymyr Zelensky is expected to renew his calls for more weapons, as well as a no-fly zone over Ukraine, during his speech to members of the US Congress on Wednesday",0,
CNN,15-Mar,"Veteran former astronaut Scott Kelly tells CNN he is backing off his high-profile Twitter war with the head of the Russian space agency, following a warning from a NASA official that such attacks are ""damaging"" to the International Space Station mission. https://cnn.it/3tZpPnN",0,
CNN,16-Mar,Fact check: Trump criticized Obama-Biden aid efforts to Ukraine despite long history of US aid: 'They sent blankets. I sent Javelins',0,
CNN,15-Mar,"Global health officials have warned that there will be a rise of Covid-19 cases in Ukraine tied to Russia's invasion, but doctors also worry about a surge in other infectious diseases",0,
CNN,15-Mar,"""We've been doing everything that we can to give them the tools they need to survive, because they're going to defend their city one way or another.""",0,
CNN,16-Mar,"As the war in Ukraine rages on, two Nigerian students who have since returned home after fleeing Russia’s invasion of the country have described their traumatic escape. https://cnn.it/3w9EUpw",0,
CNN,16-Mar,President Biden announced $800 million in aid to Ukraine following Ukrainian President Volodymyr Zelensky’s impassioned appeal to Congress this morning. CNN’s ,1,
CNN,17-Mar,US to provide switchblade drones to Ukraine. See video of what these weapons are capable of.,1,
CNN,17-Mar,"""We're very worried that many hospitals do not have what they need.""",0,
CNN,17-Mar,"""We have ways to convey messages to the Russians when we need to."" - Jonathan Finer, principal deputy national security adviser for the Biden administration, discusses with CNN's ",0,
CNN,17-Mar,"""I think the Russians have bitten off a lot here, and I don't think they're going to be able to chew up Ukraine.""",0,
CNN,17-Mar,“It’s unforgivable to not be aware of what’s going on in Ukraine. Being ignorant is one of the biggest crimes.”,0,
CNN,17-Mar,"Russia is seizing hundreds of commercial jets owned by US and European leasing companies, a further sign of the challenges the country's airline industry faces due to sanctions following its invasion of Ukraine.",0,
CNN,17-Mar,"""I'm afraid that on May 19, they'll issue another delay."" -Former Deputy Assistant Secretary of Defense Evelyn Farkas tells ",0,
CNN,16-Mar,"“They are asking all the time about Vladimir Putin. Why is he such a bad person?” Olena Gnes, a mother sheltering with her three young kids in Ukraine, tells ",0,
CNN,17-Mar,@JohnBerman,0,
CNN,17-Mar,“They’re going to escalate anyway if Ukraine beats them.” ,0,
CNN,17-Mar,"“Mama, I can hear tanks firing. We're going to the bunker.”",0,
CNN,17-Mar,"With Russia's economy being slammed with global sanctions, there is growing evidence that China's willingness and ability to aid its northern neighbor may be limited",0,
CNN,17-Mar,"“Kids [were] playing volleyball and soccer…after school…and then the next day, some of them are heading for a border.”",0,
CNN,16-Mar,"Tesla's cheapest Model 3 now sells for $46,990 following a price hike this month, making the entry-level Model 3 34% more expensive than it was three years ago.",1,
CNN,17-Mar,"Washington Post photojournalist in Ukraine Heidi Levine shares her experiences on the ground: from a heartwarming moment of a zookeeper comforting an elephant struggling with shock, to a cemetery destroyed. She says “even the dead are not allowed to rest in peace here.""",0,
CNN,16-Mar,"“As a human, it is hard to walk away from these images, from these videos without coming to that conclusion.” - US State Department Spokesman Ned Price on President Joe Biden calling Russian President Vladimir Putin a war criminal.",0,
CNN,17-Mar,Russia denies that they are targeting civilians. Kyiv Mayor Vitali Klitschko isn’t buying it. ,0,
CNN,17-Mar,"The House of Representatives passed a bill to suspend normal trade relations with Russia, the latest effort by US lawmakers to inflict economic pain on the Kremlin for its unprovoked and brutal invasion of Ukraine.",1,
CNN,17-Mar,Major cultural players worldwide -- including some within Russia -- have reacted to the invasion of Ukraine by canceling shows and applying pressure to the country's art institutions.,0,
CNN,17-Mar,"An incendiary Stalinesque speech on Wednesday night in which Putin called Russians opposing the war ""traitors"" marked a change in tone and a sign that not all is going to plan, experts said. | Analysis",0,
CNN,17-Mar,"“Putin wants this country, he thinks it’s vital for the future of Russia, and he’s not about to relent if he has any choice in the matter”",0,
CNN,17-Mar,"""The Ukrainians have done a remarkable job so far in resisting the Russian onslaught. But as the conflict drags on, the fate of the defenders will be left in the hands and patience of others"" | Analysis by Luke McGee",0,
CNN,17-Mar,"Russia is barreling toward a default on its foreign debt payments, threatening to plunge its economy deeper into crisis",1,
CNN,17-Mar,"""For all the terrible cost to Ukrainians and Russians, and despite Western questions over whether he is acting rationally, Putin may still see a logical reason for pursuing the conflict"" | Analysis by Stephen Collinson",0,
CNN,17-Mar,"One of the stars of Moscow's Bolshoi Ballet, Olga Smirnova, has quit the company over Russia's invasion of Ukraine and will instead dance for the Dutch National Ballet in Amsterdam",0,
CNN,17-Mar,"Koch Industries, the conglomerate run by billionaire Charles Koch, is planning to stay in Russia even as hundreds of Western companies have scaled back operations there following the invasion of Ukraine.",0,
CNN,17-Mar,A federal appellate court has ruled the Biden administration can once again factor the cost of greenhouse gas emissions into its decision-making on oil and gas leases and other environmental regulations,1,
CNN,17-Mar,"President Biden called Vladimir Putin a ""pure thug"" and ""murderous dictator,"" his latest pointed attack against the Russian President as the war in Ukraine rages on.",0,
CNN,17-Mar,“They are doing this because they are running out of manpower … They’re losing.” ,0,
CNN,16-Mar,ICC Chief Prosecutor Karim Asad Ahmad Khan talks to ,0,
CNN,17-Mar,Oil prices surged back above $100 a barrel on renewed concerns about the war in Ukraine disrupting Russia's energy supplies,1,
CNN,18-Mar,"“People write their relatives about what’s happening, and the relatives say ‘No, no, no, there is no war, I don’t believe you, you are lying to me.’”",0,
CNN,18-Mar,Photographers document Ukraine's destruction and ask: 'How could this be happening in 2022?',0,
CNN,18-Mar,“Vladimir Putin doesn’t care about the morale of those soldiers.”,0,
CNN,18-Mar,"On one side, children play with bubbles and residents go about their normal days, grabbing coffee and lunch. On another side, a powerful exhibit with more than 100 empty strollers represent the children who have died in the war in Ukraine. CNN’s ",0,
CNN,18-Mar,President Biden used a lengthy video call with Xi Jinping to detail the consequences for China if it helps Russia in the war with Ukraine,0,
CNN,17-Mar,"""The best thing in the world is being able to hug my sister.""",0,
CNN,18-Mar,"“He realized the risks. He knew it was the worst timing, but he still decided to help ... He died trying to help another human being.”",0,
CNN,18-Mar,CNN's Ed Lavandera reports from Poland where refugees fleeing Russia's invasion of Ukraine are arriving https://cnn.it/3wjFxwR,0,
CNN,18-Mar,"""The call will find the US surmounting one of its deepest-set foreign policy fears -- risking an open clash with China while simultaneously facing down Russia"" |  Analysis by Stephen Collinson",0,
CNN,17-Mar,“War is horrible. It’s horrific and you can’t sugar coat it. It is terrible.”,0,
CNN,18-Mar,“Ukraine really badly needs the air defense.” - President Zelensky’s chief diplomatic adviser Ihor Zhovkva discusses Ukraine’s needs from NATO with CNN’s ,0,
CNN,18-Mar,"Home prices rose 15% to a median price of $357,300 in February from a year ago as inventory stayed near record lows, according to a report from the National Association of Realtors",0,
CNN,18-Mar,"It is not just with military might that Russia impacts the world, the country has vast oil and gas reserves. With much of Europe relying on Russian gas, Putin's pipeline diplomacy now has its sights on China https://cnn.it/3qj6RHP",2,
CNN,18-Mar,"Americans' support for economic sanctions on Russia is broad and bipartisan, according to new polling on the public's response to the war in Ukraine",0,
CNN,18-Mar,"As Russia's brutal war in Ukraine disrupts energy supply and forces world leaders to examine their dependence on Russian oil and natural gas, leaders in the United States and Europe are scrambling to fill the gaps",0,
CNN,18-Mar,"Britain has banned Russian state TV channel RT, saying it was unable to provide impartial coverage of the war in Ukraine",0,
CNN,18-Mar,"Former California Gov. Arnold Schwarzenegger made an impassioned appeal to the Russian people in a video posted on social media, asking them to resist their country's disinformation as the devastating invasion of Ukraine continues https://cnn.it/34QU8Vd",0,
CNN,18-Mar,"Burger King is trying to suspend its operations in Russia, but that's proving difficult. A business partner controlling 800 restaurants has ""refused"" to close them, the company said",0,
CNN,18-Mar,"Could Xi Jinping, who has called Vladimir Putin his best friend, be the world leader to convince the Russian president to stop the invasion into Ukraine? Former Australian PM ",0,
CNN,17-Mar,"""On March 8, the worst began. Russia began to launch airstrikes. First with an interval of a couple of hours, and then every minute."" A photographer from Mariupol told CNN about his experience surviving the Russian siege and his eventual evacuation.",0,
CNN,18-Mar,"Russia launched missile strikes near an airport in Lviv on Friday, a strategic Ukrainian city not far from the Polish border that had until now largely been spared from the relentless bombardment witnessed across much of the country during the war",0,
CNN,17-Mar,"""The accounts of Russia's military issues and ineptitude during its three-week-long invasion of Ukraine are too numerous to list."" | Analysis",0,
CNN,18-Mar,"""China will do whatever they think is right for China.""",0,
CNN,17-Mar,"Defaults are murky territory in global economics, and Russia's situation is complicated by its growing isolation under the unprecedented sanctions imposed on it by Western powers.",1,
CNN,18-Mar,"""This is not the Russian people's war. ... Your lives, your limbs, your futures are being sacrificed for a senseless war condemned by the entire world.""",0,
CNN,18-Mar,"Three American troops that a Russian media outlet claimed had been killed in Ukraine are all alive, and none are in Ukraine, the National Guard said in a statement.",0,
CNN,18-Mar,American killed in Ukraine described increasing hardships for civilians in city near Russia,0,
CNN,18-Mar,Former Ukrainian President Petro ,0,
CNN,18-Mar,"Former California Gov. Arnold Schwarzenegger made an impassioned appeal to the Russian people in a video posted on social media, asking them to resist their country's disinformation as the devastating invasion of Ukraine continues",0,
CNN,19-Mar,"“If the US steps up its military involvement in Ukraine, should the draft be reinstituted?” CNN’s ",0,
CNN,19-Mar,"""As much as we like to focus on what's new in media, information and war coverage in our analyses, we should not forget what is old and can still be great in battlefield journalism"" | Analysis by David Zurawik",0,
CNN,18-Mar,“That is stunning.” - CNN’s ,0,
CNN,19-Mar,"How aid organizations are responding to the crisis in Ukraine -- inside the country, at the border and beyond",0,
CNN,19-Mar,"Medical facilities and workers have been repeatedly hit by Russian forces since their invasion of Ukraine, despite this being against the rules of war.",0,
CNN,19-Mar,"Russian opposition politician Vladimir Kara-Murza, who has survived two poisoning attempts, speaks about how the country could possibly achieve regime change as the war in Ukraine continues.",0,
CNN,18-Mar,"The US and other NATO member nations have fulfilled a number of Zelensky's requests, while stopping short of certain measures they say could risk an escalation in the war.",0,
CNN,19-Mar,"""What are the parameters for peace?” CNN’s ",0,
CNN,19-Mar,"CNN has found no evidence to support Russia’s allegations that there were military positions set up at Hospital No. 3 on the afternoon of March 9, and it was civilians who emerged from the bombed-out buildings",0,
CNN,18-Mar,Many Russians are in the dark when it comes to Putin’s aggression in Ukraine thanks to a digital iron curtain blocking the realities of war. ,0,
CNN,18-Mar,“It’s my home. I was born here.” Former pro tennis player Alex Dolgopolov explains why he decided to stay and fight in Ukraine during the Russian invasion.,0,
CNN,19-Mar,American killed in Ukraine described increasing hardships for civilians in city near Russia https://cnn.it/34TGUXQ,0,
CNN,19-Mar,Former Roma manager Paulo Fonseca shares family escape story from Ukraine,0,
CNN,19-Mar,"Three American troops that a Russian media outlet claimed had been killed in Ukraine are all alive, and none are in Ukraine, the National Guard said in a statement. https://cnn.it/369LphC",0,
CNN,19-Mar,Russia appears to have set the stage to justify a strike on hospital facilities in Mariupol in the days beforehand,0,
CNN,19-Mar,"While it is possible that the suits are a sign of solidarity with Ukraine, there are also other possible explanations.",0,
CNN,20-Mar,"""The negotiations seem to be one-sided, and the Russians have not leaned into any possibility for negotiated and diplomatic solution."" ",1,
CNN,19-Mar,“You must hit first and hit so hard that your opponents will not rise to their feet.” - Washington Post outlook editor Carlos Lozada gives a look into Russian President Vladimir Putin’s views on war.,0,
CNN,19-Mar,“This will be one of the images that defines Vladimir Putin’s war.” - An image from Ukraine shows a mother shielding her daughter after the building next door was shelled.,0,
CNN,20-Mar,"""We've been clear, if they escalate to this level, we will respond aggressively to what they are doing."" ",0,
CNN,20-Mar,How to donate safely and securely for Ukraine relief – https://cnn.it/3JuC4j0,0,
CNN,20-Mar,"President Joe Biden and his fellow world leaders hope to finalize and unveil a package of new measures to punish Russia, help Ukraine and demonstrate Western unity at a string of emergency summits in Europe this week.",0,
CNN,20-Mar,"As crude prices surge, oil companies are raking in money -- enormous profits gained from practically no extra investment.",0,
CNN,19-Mar,“We are taking the risk freely.” - ,0,
CNN,20-Mar,"""I am ready for negotiations with him. I was ready over the last two years and I think that without negotiations we cannot end this war"" Ukrainian President Zelensky tells ",0,
CNN,20-Mar,"""He was told by the Russian forces who were doing this to him that this is what awaits every journalist."" Ukrainian journalist Olga Rudenko tells ",0,
CNN,20-Mar,"""This is a country at war. I can't imagine that that would be on the table."" ",0,
